time_s,knee_left_deg,knee_right_deg,elbow_left_deg,elbow_right_deg,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_pinky_x,right_pinky_x,left_index_x,right_index_x,left_thumb_x,right_thumb_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,left_heel_x,right_heel_x,left_foot_index_x,right_foot_index_x,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_pinky_y,right_pinky_y,left_index_y,right_index_y,left_thumb_y,right_thumb_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y,left_heel_y,right_heel_y,left_foot_index_y,right_foot_index_y
1.720,165.515,116.795,55.258,71.458,1057.565,1082.298,1075.183,1157.42,1005.988,1128.682,986.182,1119.247,989.36,1114.841,995.399,1118.39,1116.439,1094.796,1184.745,1022.561,1277.561,1080.741,1301.336,1107.648,1268.295,1036.981,463.716,460.267,547.391,503.713,518.23,529.063,513.795,534.78,501.983,534.318,503.381,531.823,645.25,644.848,769.533,738.663,868.103,860.041,873.902,876.667,929.172,911.091
1.760,167.96,132.879,54.685,70.72,1057.518,1081.565,1072.44,1154.795,1005.204,1122.084,986.705,1112.383,991.102,1106.001,996.99,1110.987,1116.043,1094.991,1194.231,1025.662,1291.699,1051.848,1314.235,1070.809,1291.988,998.893,459.399,456.248,545.945,502.116,513.829,528.284,508.219,533.512,496.019,532.35,497.889,529.727,643.17,644.528,759.083,739.855,853.072,873.41,856.614,895.56,925.974,908.978
1.800,164.687,147.446,53.662,63.701,1056.68,1080.816,1068.734,1161.893,1008.305,1121.627,990.849,1111.905,994.641,1105.44,1000.616,1109.771,1115.269,1095.41,1198.492,1031.071,1303.494,1029.6,1327.248,1042.277,1313.331,967.837,457.491,453.783,545.167,499.749,512.344,527.062,507.818,531.476,497.013,529.832,498.049,527.366,638.23,641.736,753.645,740.27,838.348,883.446,836.67,910.517,911.489,899.973
1.840,157.639,157.383,52.622,65.442,1056.18,1082.529,1072.422,1159.435,1011.183,1119.484,994.019,1108.198,997.006,1102.357,1003.147,1106.219,1111.194,1102.755,1198.441,1036.162,1314.976,1011.05,1342.576,1016.074,1336.229,945.861,455.844,453.936,544.615,501.967,513.399,528.365,510.237,532.757,500.065,530.335,500.904,528.0,637.125,641.388,752.305,745.274,820.937,887.063,815.118,917.989,891.016,889.886
1.880,148.631,165.512,53.992,69.03,1056.87,1084.361,1074.667,1158.294,1013.364,1119.997,994.798,1106.155,998.827,1100.127,1005.196,1105.127,1110.077,1103.098,1195.017,1039.225,1320.747,1003.779,1343.163,1007.323,1350.234,939.543,455.478,454.853,544.053,502.663,515.925,530.632,513.746,532.93,502.874,531.121,503.423,529.587,637.349,642.284,752.547,755.534,803.928,888.421,794.752,919.63,866.909,887.528
1.920,136.039,167.943,60.359,73.308,1057.318,1083.14,1072.511,1156.812,1016.66,1116.323,997.502,1103.318,1002.485,1097.247,1011.179,1102.349,1109.838,1104.899,1186.791,1040.976,1322.388,1001.137,1343.876,1004.532,1370.288,939.296,455.385,458.51,538.139,510.893,518.648,542.406,516.345,544.293,508.732,539.892,510.531,538.598,639.848,646.332,759.98,761.152,792.274,891.064,774.791,921.272,846.178,884.476
1.960,122.116,163.983,69.898,73.259,1057.638,1082.409,1074.31,1155.251,1017.906,1114.077,999.088,1100.605,1004.046,1096.12,1011.902,1099.971,1109.866,1105.493,1180.087,1041.915,1316.338,1011.107,1334.139,1015.578,1368.115,950.387,457.414,463.248,541.074,525.334,532.311,551.886,529.937,550.099,522.934,545.86,524.442,545.594,643.247,648.684,772.484,764.453,781.053,900.524,759.676,931.906,823.595,887.708
2.000,107.845,157.328,69.072,69.95,1059.809,1078.066,1094.331,1154.396,1024.499,1113.124,1005.394,1099.496,1008.994,1095.35,1015.098,1098.9,1110.32,1104.827,1175.105,1042.576,1305.219,1027.596,1322.737,1035.874,1358.963,966.408,464.099,468.228,545.326,533.27,547.884,556.635,549.603,556.153,538.93,551.395,538.428,550.886,650.496,654.422,784.763,767.377,766.679,905.55,744.285,933.758,804.725,906.991
2.040,96.668,155.466,73.191,62.857,1060.236,1075.18,1101.115,1151.849,1035.455,1101.408,1014.222,1091.714,1014.213,1081.009,1019.924,1084.215,1109.901,1104.728,1159.362,1042.199,1303.564,1029.36,1310.586,1052.373,1339.75,984.997,468.432,476.655,546.022,552.521,558.754,569.064,566.139,572.946,554.577,565.27,552.375,561.574,657.04,659.891,795.457,768.311,762.178,903.159,740.067,931.108,798.831,923.539
2.080,86.372,142.382,72.816,92.516,1064.365,1063.681,1116.943,1120.162,1047.125,1081.711,1026.911,1071.688,1024.925,1065.474,1030.976,1065.611,1110.573,1100.729,1140.265,1041.599,1276.985,1061.241,1284.302,1091.115,1326.507,1004.917,474.738,484.183,550.538,557.234,572.636,589.757,580.09,598.447,568.381,593.867,565.96,585.298,663.913,666.132,802.601,771.884,764.14,904.793,744.261,930.134,799.087,931.751
2.120,78.664,138.865,72.839,94.173,1067.895,1061.906,1126.589,1107.033,1052.533,1066.477,1036.34,1052.481,1031.747,1045.823,1036.433,1048.482,1112.127,1099.95,1118.038,1053.817,1251.444,1097.423,1264.882,1118.178,1305.464,1041.045,482.447,487.908,558.563,561.52,586.214,590.646,594.63,594.453,583.03,587.126,580.248,583.846,665.213,666.801,804.248,782.157,771.553,906.419,751.5,928.008,809.46,935.027
