time_s,knee_left_deg_3d,knee_right_deg_3d,elbow_left_deg_3d,elbow_right_deg_3d,torso_yaw_deg,torso_pitch_deg,torso_roll_deg,root_x_m,root_y_m,root_z_m,nose_x,left_eye_inner_x,left_eye_x,left_eye_outer_x,right_eye_inner_x,right_eye_x,right_eye_outer_x,left_ear_x,right_ear_x,mouth_left_x,mouth_right_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_pinky_x,right_pinky_x,left_index_x,right_index_x,left_thumb_x,right_thumb_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,left_heel_x,right_heel_x,left_foot_index_x,right_foot_index_x,nose_y,left_eye_inner_y,left_eye_y,left_eye_outer_y,right_eye_inner_y,right_eye_y,right_eye_outer_y,left_ear_y,right_ear_y,mouth_left_y,mouth_right_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_pinky_y,right_pinky_y,left_index_y,right_index_y,left_thumb_y,right_thumb_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y,left_heel_y,right_heel_y,left_foot_index_y,right_foot_index_y,nose_z,left_eye_inner_z,left_eye_z,left_eye_outer_z,right_eye_inner_z,right_eye_z,right_eye_outer_z,left_ear_z,right_ear_z,mouth_left_z,mouth_right_z,left_shoulder_z,right_shoulder_z,left_elbow_z,right_elbow_z,left_wrist_z,right_wrist_z,left_pinky_z,right_pinky_z,left_index_z,right_index_z,left_thumb_z,right_thumb_z,left_hip_z,right_hip_z,left_knee_z,right_knee_z,left_ankle_z,right_ankle_z,left_heel_z,right_heel_z,left_foot_index_z,right_foot_index_z
5.040,67.233,120.529,129.415,94.195,20.745,83.242,-170.257,0.001258,-0.002183,0.000762,0.258028,0.236647,0.23862,0.238374,0.243733,0.246684,0.251243,0.144297,0.125513,0.234455,0.231464,0.072318,0.113088,-0.075747,0.122615,-0.027006,0.269019,-0.031758,0.329154,-0.014664,0.354071,-0.012444,0.282861,0.022132,-0.019617,0.287835,0.049587,-0.014689,-0.24642,-0.071489,-0.27285,-0.088032,-0.191853,-0.600734,-0.621096,-0.620829,-0.622429,-0.625406,-0.623723,-0.612578,-0.61963,-0.554065,-0.59248,-0.552332,-0.458306,-0.480953,-0.239215,-0.200404,-0.074793,-0.192756,-0.063557,-0.224618,-0.048573,-0.286004,-0.045878,-0.223906,0.002209,-0.006575,0.252917,0.308786,0.37842,0.627437,0.384609,0.64939,0.455185,0.664044,-0.09732,-0.089658,-0.081147,-0.084595,-0.139304,-0.152827,-0.12921,-0.022795,-0.17911,-0.057744,-0.131385,0.144292,-0.161741,0.145396,-0.159618,0.151776,-0.048673,0.171112,-0.090152,0.155293,-0.061151,0.143738,-0.038955,0.121169,-0.119645,0.12421,-0.148159,0.228637,0.001606,0.255201,-0.021204,0.305242,-0.051826
5.080,77.359,148.523,126.696,92.952,-3.188,71.031,167.255,0.001286,-0.002497,0.00053,0.25371,0.234824,0.236701,0.236872,0.240563,0.243528,0.247979,0.126295,0.124377,0.233894,0.228666,0.025575,0.124165,-0.119643,0.144665,-0.063392,0.28892,-0.061085,0.362445,-0.044083,0.382868,-0.049855,0.301172,0.021486,-0.018914,0.302563,-0.121246,0.039942,-0.369855,0.001204,-0.394019,0.021223,-0.256621,-0.605413,-0.625601,-0.626095,-0.627439,-0.630442,-0.6284,-0.616881,-0.619812,-0.556774,-0.594486,-0.555533,-0.463828,-0.482498,-0.26547,-0.224549,-0.086503,-0.254889,-0.073566,-0.285842,-0.045928,-0.33772,-0.053792,-0.285218,-0.001174,-0.003821,0.19025,0.312538,0.431273,0.598505,0.451288,0.61538,0.522768,0.644991,-0.034122,-0.029001,-0.02192,-0.024031,-0.079134,-0.090678,-0.069246,0.019947,-0.133305,0.00183,-0.069214,0.174903,-0.105344,0.20295,-0.065603,0.25544,0.143781,0.28315,0.118646,0.267605,0.153901,0.248674,0.157439,0.122559,-0.121499,0.121581,-0.128534,0.232733,0.014726,0.257388,-0.008069,0.300736,-0.027936
5.120,96.061,153.538,128.876,86.419,-3.44,63.867,168.876,0.001302,-0.00245,0.00041,0.235456,0.21034,0.211987,0.21229,0.225524,0.22858,0.233955,0.094606,0.114785,0.210005,0.212292,-0.006513,0.118174,-0.156438,0.136625,-0.114411,0.2708,-0.115392,0.345576,-0.093778,0.35853,-0.100566,0.279947,0.021014,-0.01841,0.309829,-0.22744,0.147305,-0.490838,0.110238,-0.517983,0.193076,-0.45753,-0.608035,-0.628538,-0.629313,-0.630317,-0.632792,-0.631018,-0.619508,-0.621426,-0.558296,-0.59662,-0.55767,-0.467928,-0.48371,-0.280422,-0.245259,-0.092592,-0.286979,-0.076669,-0.317848,-0.043848,-0.369934,-0.057664,-0.317045,-0.001743,-0.003158,0.209234,0.301257,0.508533,0.560114,0.534335,0.576416,0.57594,0.605735,-0.00788,-0.00322,0.003769,0.000774,-0.05222,-0.064167,-0.043779,0.029689,-0.114871,0.021916,-0.04765,0.167012,-0.084915,0.182646,-0.063374,0.208036,0.121704,0.233841,0.100471,0.221006,0.130713,0.201619,0.133498,0.120877,-0.120057,0.097202,-0.124139,0.208791,0.036934,0.236177,0.016198,0.28467,-0.024833
5.160,126.191,136.014,128.614,87.149,-1.963,61.703,169.394,0.001317,-0.002442,0.000352,0.227822,0.204863,0.20639,0.206951,0.221849,0.225133,0.230741,0.095878,0.115623,0.203806,0.207653,-0.003387,0.128997,-0.148305,0.131814,-0.10119,0.256285,-0.102715,0.325621,-0.07918,0.33942,-0.087122,0.264296,0.019743,-0.017108,0.293099,-0.182693,0.276374,-0.534406,0.252957,-0.575887,0.344785,-0.579847,-0.605722,-0.627351,-0.628029,-0.629454,-0.63022,-0.628743,-0.617553,-0.621078,-0.555023,-0.594416,-0.554289,-0.46717,-0.484664,-0.27834,-0.25743,-0.087742,-0.2823,-0.067934,-0.307902,-0.035828,-0.359516,-0.050346,-0.309594,-0.001538,-0.003347,0.235437,0.295468,0.575624,0.465692,0.61721,0.463955,0.659281,0.545115,0.001406,0.006171,0.012491,0.009385,-0.041296,-0.053692,-0.033323,0.030316,-0.101409,0.02861,-0.038563,0.163042,-0.078706,0.131745,-0.063992,0.122642,0.122553,0.14372,0.104646,0.132334,0.134509,0.116814,0.135842,0.120849,-0.120146,0.112691,-0.158435,0.203239,-0.009726,0.227185,-0.027615,0.268771,-0.02399
5.200,155.829,113.299,125.933,80.292,-15.852,58.537,153.924,0.001327,-0.002246,0.000451,0.221242,0.19854,0.200218,0.201305,0.216691,0.220144,0.225604,0.090898,0.11502,0.196265,0.200302,-0.013856,0.127229,-0.152158,0.119497,-0.086787,0.238678,-0.088785,0.303021,-0.059344,0.323531,-0.071207,0.246827,0.005883,-0.003229,0.23597,-0.147631,0.320737,-0.507817,0.312383,-0.550786,0.417638,-0.569661,-0.581843,-0.603828,-0.604508,-0.605884,-0.605408,-0.604664,-0.5947,-0.60528,-0.533739,-0.575696,-0.533104,-0.454049,-0.478261,-0.261001,-0.248359,-0.06965,-0.2571,-0.041545,-0.274755,-0.013184,-0.323795,-0.032776,-0.281265,0.000665,-0.005158,0.305279,0.291968,0.638141,0.311209,0.678626,0.296284,0.681193,0.350979,0.106987,0.118839,0.123563,0.119826,0.07065,0.057561,0.077457,0.142329,0.007038,0.130786,0.061953,0.23403,-0.012869,0.170881,-0.043385,0.147972,0.095666,0.171755,0.076105,0.149631,0.105846,0.137589,0.11019,0.120467,-0.119565,0.101318,-0.196286,0.133091,-0.097659,0.149392,-0.118461,0.19409,-0.071449
5.240,167.078,88.847,126.829,78.785,-15.355,60.518,154.468,0.001621,-0.002026,0.000429,0.221311,0.199018,0.200672,0.201676,0.216619,0.220022,0.22542,0.092376,0.112757,0.196975,0.199972,-0.003443,0.1233,-0.132383,0.117257,-0.067794,0.226445,-0.073273,0.292262,-0.046374,0.316836,-0.052908,0.236726,0.000847,0.002394,0.175441,-0.07403,0.270454,-0.435504,0.257318,-0.484633,0.350044,-0.518144,-0.581822,-0.604025,-0.60455,-0.605788,-0.606201,-0.605169,-0.595069,-0.603226,-0.53394,-0.57548,-0.533479,-0.445098,-0.47909,-0.229777,-0.242847,-0.061546,-0.24759,-0.038669,-0.263257,-0.014446,-0.314115,-0.025221,-0.271836,0.002419,-0.00647,0.349043,0.293756,0.672247,0.222248,0.707423,0.195719,0.689118,0.217278,0.092508,0.108355,0.115096,0.111566,0.065063,0.052324,0.072722,0.114194,-0.010343,0.117046,0.047175,0.217519,-0.015342,0.17198,-0.061536,0.179034,0.086364,0.208765,0.065222,0.19237,0.096568,0.17195,0.100582,0.120618,-0.11976,0.125413,-0.190973,0.175736,-0.069664,0.192191,-0.096103,0.251808,0.019254
5.280,161.938,63.557,118.354,118.869,-20.673,71.07,148.123,0.001669,-0.001821,0.000489,0.230664,0.212176,0.214455,0.214268,0.22362,0.226754,0.231811,0.124109,0.114292,0.212254,0.2082,0.037765,0.123149,-0.051869,0.107214,0.034973,0.155202,0.027948,0.19514,0.049047,0.236126,0.047799,0.165646,-0.005484,0.008822,0.144789,0.072929,0.172854,-0.290245,0.153814,-0.337522,0.268995,-0.416047,-0.583061,-0.604483,-0.604717,-0.606133,-0.606901,-0.605633,-0.595395,-0.601125,-0.534315,-0.575729,-0.533822,-0.436873,-0.479673,-0.224332,-0.217368,-0.10724,-0.131172,-0.101815,-0.118378,-0.0951,-0.152565,-0.080791,-0.141712,0.006313,-0.009956,0.395319,0.254503,0.740556,0.190946,0.774137,0.168101,0.766644,0.193184,-0.035452,-0.017499,-0.009414,-0.012487,-0.063426,-0.074928,-0.05306,0.047149,-0.085112,0.005705,-0.062256,0.210042,-0.047972,0.1924,-0.081264,0.227705,0.023134,0.253168,-0.009173,0.23596,0.016094,0.219246,0.032753,0.120988,-0.120011,0.110777,-0.186009,0.147539,-0.052881,0.161299,-0.075912,0.213119,0.037797
5.320,158.586,44.677,127.555,136.617,-28.009,84.852,140.063,0.001761,-0.001702,0.000711,0.230887,0.21395,0.216288,0.215829,0.223504,0.226616,0.231388,0.137091,0.1138,0.215374,0.208516,0.082269,0.112464,0.031612,0.043752,0.1352,0.085136,0.132196,0.112909,0.14657,0.166026,0.147526,0.099783,-0.010515,0.014037,0.050598,0.227565,-0.013952,-0.156485,-0.04159,-0.203058,0.060497,-0.252734,-0.583285,-0.604496,-0.604536,-0.605622,-0.60753,-0.606179,-0.595639,-0.59959,-0.53439,-0.576139,-0.53454,-0.437546,-0.480025,-0.219617,-0.213142,-0.093965,-0.077614,-0.08682,-0.052942,-0.08721,-0.080843,-0.068444,-0.080363,0.007482,-0.010885,0.390054,0.207973,0.742283,0.205076,0.77631,0.190315,0.779965,0.230492,-0.120973,-0.105865,-0.09665,-0.101036,-0.150799,-0.1633,-0.14082,-0.022149,-0.156307,-0.075867,-0.143054,0.177495,-0.122183,0.191872,-0.204947,0.212584,-0.170666,0.234298,-0.217267,0.210838,-0.190232,0.200223,-0.162853,0.122946,-0.121524,0.116942,-0.172277,0.168394,-0.049234,0.183243,-0.07088,0.22876,0.048076
5.360,149.774,63.469,141.163,130.018,169.979,86.995,-21.094,0.001731,-0.00174,0.000657,0.235139,0.219979,0.221881,0.22138,0.225707,0.228576,0.232841,0.14132,0.113736,0.219154,0.211298,0.097248,0.089695,0.033344,-0.022477,0.092361,0.017261,0.086456,0.046656,0.101628,0.110852,0.103038,0.034798,-0.009768,0.01323,-0.011753,0.226798,-0.206314,-0.093231,-0.2478,-0.127847,-0.159762,-0.09928,-0.584321,-0.606336,-0.606198,-0.60699,-0.609861,-0.608337,-0.596742,-0.606111,-0.540223,-0.579142,-0.537437,-0.453565,-0.489768,-0.249723,-0.240417,-0.094234,-0.093615,-0.077931,-0.061689,-0.072782,-0.083941,-0.068342,-0.094318,0.0077,-0.011179,0.377727,0.165873,0.711841,0.251027,0.74475,0.221412,0.768208,0.262683,-0.143224,-0.130882,-0.120656,-0.125891,-0.175954,-0.189644,-0.167534,-0.0542,-0.192241,-0.099253,-0.168908,0.138484,-0.155239,0.158997,-0.228512,0.153719,-0.183659,0.172672,-0.233283,0.151758,-0.215826,0.142601,-0.181287,0.122695,-0.121382,0.129323,-0.107343,0.168767,0.122846,0.183592,0.110873,0.227147,0.184214
5.400,91.841,129.358,104.379,126.73,172.726,77.814,-16.153,0.001553,-0.001939,0.000635,0.230814,0.214827,0.216372,0.215977,0.219043,0.22262,0.225679,0.138921,0.110511,0.215906,0.208244,0.095303,0.053475,0.091425,-0.110929,0.234855,-0.064567,0.259722,-0.028947,0.261593,0.038948,0.248921,-0.037938,0.014311,-0.011204,0.238164,-0.021155,-0.045925,-0.353438,-0.071842,-0.380751,-0.00073,-0.197794,-0.591188,-0.611812,-0.61209,-0.613541,-0.617395,-0.615799,-0.604983,-0.609937,-0.553079,-0.583816,-0.545468,-0.455329,-0.519353,-0.293188,-0.316496,-0.250523,-0.106602,-0.258868,-0.095849,-0.267776,-0.122956,-0.23473,-0.123157,0.003479,-0.007358,0.233175,0.264006,0.529588,0.560288,0.554803,0.577234,0.619787,0.636598,-0.157265,-0.146944,-0.138657,-0.143241,-0.194305,-0.208519,-0.186014,-0.07264,-0.213335,-0.113446,-0.184571,0.096261,-0.15274,0.096507,-0.218982,0.046915,-0.214187,0.041259,-0.271361,0.029103,-0.265569,0.034786,-0.217198,0.120561,-0.119291,0.11677,-0.118244,0.17417,0.079899,0.193283,0.053739,0.223685,-0.016955
5.440,114.509,138.692,85.321,121.892,-174.98,73.318,-2.501,0.001649,-0.001933,0.000532,0.214975,0.201497,0.203437,0.203092,0.205894,0.209578,0.212638,0.131849,0.102521,0.201274,0.192438,0.093235,0.037364,0.087388,-0.127301,0.237832,-0.079459,0.260692,-0.043435,0.273121,0.018796,0.253726,-0.055147,0.027166,-0.023867,0.242629,-0.121622,0.126469,-0.476672,0.099281,-0.510748,0.168242,-0.445146,-0.587794,-0.609466,-0.609925,-0.611487,-0.615847,-0.614098,-0.603444,-0.609964,-0.555525,-0.581373,-0.544048,-0.450822,-0.531058,-0.285338,-0.325093,-0.291367,-0.108039,-0.316012,-0.10927,-0.32665,-0.13563,-0.281219,-0.136017,0.003472,-0.007337,0.231791,0.255126,0.566518,0.513701,0.596915,0.531437,0.642743,0.593399,-0.143481,-0.132586,-0.123419,-0.127502,-0.179172,-0.192739,-0.169316,-0.071293,-0.204942,-0.105841,-0.176176,0.10464,-0.115931,0.109876,-0.196735,0.052859,-0.150392,0.044564,-0.194696,0.037059,-0.182774,0.043506,-0.148462,0.116624,-0.115561,0.074992,-0.143061,0.159879,0.010377,0.180337,-0.015358,0.180146,-0.076161
5.480,130.639,140.746,85.918,140.12,-157.987,75.71,14.812,0.001716,-0.001888,0.0006,0.197985,0.181386,0.183851,0.183468,0.190792,0.194514,0.198677,0.108761,0.096951,0.18533,0.180462,0.090492,0.044907,0.067052,-0.086106,0.226631,-0.078298,0.253631,-0.053942,0.26506,-0.005808,0.242921,-0.062641,0.028525,-0.025093,0.263997,-0.214189,0.257005,-0.601514,0.237174,-0.641631,0.332344,-0.620445,-0.588848,-0.610046,-0.610632,-0.612022,-0.616399,-0.614623,-0.604095,-0.612105,-0.559627,-0.583352,-0.546001,-0.452467,-0.535115,-0.290701,-0.308645,-0.280177,-0.116904,-0.295762,-0.11673,-0.297606,-0.142525,-0.264106,-0.143094,0.003966,-0.007743,0.253949,0.25797,0.604664,0.472239,0.643204,0.48088,0.668402,0.520103,-0.062809,-0.053193,-0.046843,-0.050654,-0.101306,-0.11315,-0.093026,-0.005975,-0.13823,-0.026961,-0.096365,0.14386,-0.079902,0.141085,-0.128256,0.099529,-0.083459,0.065298,-0.109565,0.062691,-0.107667,0.085218,-0.082142,0.116237,-0.115038,0.010699,-0.186565,0.044484,-0.045673,0.059418,-0.066703,0.059168,-0.082393
5.520,144.389,113.264,79.218,112.713,-179.128,75.543,-6.323,0.001533,-0.001889,0.000721,0.201134,0.183912,0.186187,0.185768,0.192029,0.195534,0.199323,0.109442,0.092587,0.187625,0.182708,0.0866,0.036266,-0.015069,-0.135482,0.117553,-0.045908,0.125759,-0.00349,0.154249,0.052815,0.137071,-0.023512,0.028353,-0.025287,0.255267,-0.152491,0.312852,-0.559944,0.305746,-0.604815,0.398321,-0.61717,-0.576988,-0.600703,-0.600893,-0.602144,-0.604657,-0.60228,-0.592577,-0.609066,-0.545075,-0.576374,-0.535187,-0.453711,-0.52634,-0.296105,-0.296037,-0.243455,-0.127559,-0.254152,-0.116978,-0.257584,-0.147203,-0.228163,-0.144776,0.003991,-0.00777,0.300922,0.251838,0.651677,0.300378,0.68753,0.288972,0.672187,0.318601,-0.139198,-0.129141,-0.121974,-0.126158,-0.176114,-0.188702,-0.167345,-0.061965,-0.199435,-0.098026,-0.168984,0.102891,-0.1285,0.139741,-0.184129,0.141982,-0.155173,0.14586,-0.196781,0.131592,-0.181094,0.132377,-0.150339,0.115186,-0.113744,0.02738,-0.197445,0.083365,-0.047926,0.100725,-0.065194,0.114081,-0.057514
5.560,158.27,96.185,101.048,111.849,164.534,76.659,-23.436,0.001536,-0.001844,0.000725,0.201758,0.186579,0.188709,0.187784,0.192549,0.196088,0.199737,0.115612,0.093181,0.190907,0.184184,0.087448,0.039269,-0.00132,-0.108013,0.119708,-0.019156,0.125921,0.019765,0.151245,0.058361,0.136876,-2.9e-05,0.027028,-0.023955,0.20042,-0.128652,0.267087,-0.49843,0.25708,-0.540882,0.358164,-0.579186,-0.573459,-0.596399,-0.596348,-0.597249,-0.599293,-0.597271,-0.587354,-0.602157,-0.5361,-0.572472,-0.531325,-0.451837,-0.503416,-0.267829,-0.237343,-0.173872,-0.116254,-0.17195,-0.102018,-0.173768,-0.142532,-0.149999,-0.129745,0.00375,-0.007439,0.357996,0.270994,0.722116,0.242364,0.759456,0.22175,0.744728,0.247023,-0.177922,-0.16517,-0.157723,-0.162478,-0.211498,-0.224815,-0.202786,-0.094036,-0.231061,-0.136798,-0.207137,0.084169,-0.171156,0.100788,-0.220943,0.074399,-0.189946,0.082651,-0.237582,0.066543,-0.21778,0.062622,-0.184479,0.115179,-0.113729,0.064187,-0.194282,0.11423,0.012375,0.127882,0.003608,0.154953,0.067271
5.600,61.795,143.537,132.145,119.457,161.69,79.397,-26.564,0.001704,-0.00189,0.000726,0.222353,0.203674,0.206379,0.205107,0.207304,0.21066,0.213237,0.119194,0.093733,0.202129,0.197586,0.08565,0.048787,0.017489,-0.006176,0.119161,0.102511,0.126972,0.155368,0.149342,0.199033,0.135973,0.120171,0.020411,-0.017004,0.071299,0.092036,-0.247185,0.050723,-0.302921,0.050263,-0.368688,0.15526,-0.57923,-0.603733,-0.603199,-0.604282,-0.60879,-0.606318,-0.595303,-0.605243,-0.542221,-0.575283,-0.535124,-0.451631,-0.50112,-0.218404,-0.223411,-0.032296,-0.113834,-0.020103,-0.105295,-0.019916,-0.145868,-0.010864,-0.129648,0.003528,-0.007308,0.378367,0.284605,0.252912,0.680988,0.229676,0.715728,0.244371,0.705651,-0.173316,-0.164804,-0.155633,-0.159028,-0.21085,-0.224327,-0.201295,-0.084957,-0.231724,-0.13104,-0.200906,0.0927,-0.17034,0.099053,-0.216805,0.036187,-0.17553,0.046282,-0.225954,0.036241,-0.207171,0.028698,-0.172459,0.115185,-0.113733,0.088168,-0.127888,0.244641,0.043015,0.275017,0.02709,0.338266,0.061543
5.640,59.472,111.483,124.805,106.628,160.209,82.497,-31.033,0.001687,-0.00186,0.000751,0.253082,0.234411,0.237468,0.236207,0.239325,0.24297,0.245624,0.146697,0.124057,0.230837,0.2275,0.103977,0.081126,0.050128,0.065736,0.158033,0.218624,0.173656,0.287018,0.191217,0.319519,0.172519,0.234813,0.020282,-0.016907,0.157086,0.12775,-0.1105,-0.087828,-0.16301,-0.108886,-0.191233,-0.046544,-0.579606,-0.6039,-0.603398,-0.604496,-0.608837,-0.606424,-0.595368,-0.605217,-0.541591,-0.574964,-0.535053,-0.446726,-0.489737,-0.211173,-0.192769,-0.068539,-0.129125,-0.063921,-0.143046,-0.06345,-0.207645,-0.048382,-0.15974,0.004313,-0.008033,0.364792,0.246089,0.322491,0.562018,0.314937,0.587031,0.35828,0.611521,-0.163158,-0.152067,-0.143258,-0.14795,-0.199219,-0.212202,-0.190605,-0.081344,-0.22633,-0.121532,-0.193169,0.1061,-0.168712,0.103059,-0.192428,0.00576,-0.130765,0.004768,-0.177453,-0.003836,-0.159732,-0.004606,-0.126471,0.115427,-0.113926,0.045883,-0.137003,0.216655,0.036217,0.244291,0.020193,0.299996,0.033347
5.680,85.587,109.317,130.239,87.697,10.936,72.759,178.79,0.001901,-0.002168,0.000517,0.269574,0.248402,0.250878,0.250357,0.259344,0.262468,0.266247,0.147711,0.145012,0.241205,0.242078,0.058502,0.144655,-0.068884,0.13885,-0.01521,0.283916,-0.018603,0.349871,-0.001282,0.378273,-0.003078,0.296504,0.004061,-0.00026,0.180745,0.113438,-0.054952,-0.183683,-0.105136,-0.214156,-0.117492,-0.16825,-0.578655,-0.603266,-0.602606,-0.604178,-0.607807,-0.605293,-0.594325,-0.606326,-0.540389,-0.574301,-0.533423,-0.450512,-0.484337,-0.219803,-0.201962,-0.074995,-0.210431,-0.06813,-0.245654,-0.058053,-0.30621,-0.049492,-0.244877,0.001763,-0.006098,0.276634,0.255962,0.372167,0.545915,0.379572,0.563278,0.416024,0.612042,-0.062128,-0.0589,-0.051096,-0.053645,-0.106892,-0.119747,-0.096891,-0.016288,-0.157151,-0.028386,-0.097926,0.127675,-0.120683,0.125435,-0.116242,0.146042,0.049129,0.170142,0.012535,0.161866,0.043605,0.143882,0.059847,0.11983,-0.118796,0.183654,-0.138501,0.310623,-0.043741,0.336707,-0.068529,0.403771,-0.066904
5.720,80.567,157.545,123.933,83.131,0.614,60.937,167.734,0.001798,-0.002306,0.000337,0.263037,0.242503,0.244754,0.244315,0.255671,0.258868,0.263354,0.145089,0.148752,0.237014,0.237208,0.029358,0.159978,-0.120503,0.176686,-0.06435,0.305012,-0.059107,0.377206,-0.039555,0.396117,-0.051181,0.31531,0.005881,-0.002284,0.287314,-0.136513,0.047697,-0.369229,-0.010145,-0.39301,-0.051363,-0.319638,-0.574268,-0.597065,-0.597192,-0.598751,-0.60205,-0.599837,-0.588468,-0.597888,-0.537142,-0.566354,-0.527982,-0.44891,-0.478954,-0.232371,-0.216248,-0.082495,-0.273685,-0.068847,-0.30425,-0.043319,-0.35889,-0.050357,-0.304763,0.000916,-0.005529,0.217038,0.297036,0.43461,0.60936,0.447711,0.629509,0.505882,0.666716,0.011729,0.014294,0.020838,0.018701,-0.032217,-0.044681,-0.023744,0.040115,-0.091218,0.04017,-0.025491,0.159377,-0.060987,0.138141,-0.033161,0.153508,0.160119,0.171888,0.136072,0.161914,0.164164,0.148365,0.171119,0.116888,-0.116215,0.119957,-0.129401,0.238631,-0.015528,0.26663,-0.041768,0.321863,-0.050719
5.760,98.009,160.328,121.931,81.555,-2.212,56.538,166.84,0.001797,-0.002302,0.000335,0.253429,0.23084,0.2326,0.232946,0.252832,0.25635,0.262386,0.118267,0.144056,0.221891,0.22854,-0.002438,0.149894,-0.158056,0.165382,-0.102767,0.280866,-0.097532,0.349645,-0.075285,0.363264,-0.088383,0.28891,0.006246,-0.002652,0.303765,-0.205116,0.158414,-0.502208,0.119985,-0.533158,0.180472,-0.479415,-0.564603,-0.589227,-0.589491,-0.591052,-0.592782,-0.590818,-0.579579,-0.597349,-0.534485,-0.559407,-0.520081,-0.451187,-0.48,-0.261619,-0.236205,-0.090704,-0.285624,-0.076247,-0.314641,-0.04873,-0.367597,-0.058332,-0.315226,0.000935,-0.005539,0.221636,0.291613,0.51287,0.576832,0.545879,0.59515,0.625666,0.636929,0.042062,0.044173,0.050089,0.047584,-0.002954,-0.015647,0.004852,0.062978,-0.06955,0.067379,0.000281,0.170796,-0.051479,0.138756,-0.037295,0.147191,0.138527,0.162664,0.118646,0.151885,0.143849,0.140859,0.148905,0.11692,-0.116251,0.083191,-0.132069,0.183403,-0.035365,0.208727,-0.062537,0.260524,-0.081605
5.800,127.69,140.618,124.881,82.093,-3.574,57.237,166.077,0.00174,-0.002339,0.000262,0.250713,0.226502,0.228121,0.229054,0.252219,0.255468,0.261,0.109706,0.142445,0.217313,0.225041,-0.009886,0.146896,-0.160048,0.151485,-0.113459,0.260993,-0.113193,0.326702,-0.089628,0.33834,-0.100316,0.266806,0.006277,-0.002797,0.293823,-0.191264,0.294959,-0.581326,0.273714,-0.625591,0.360753,-0.618936,-0.557009,-0.583777,-0.583909,-0.585736,-0.585292,-0.58329,-0.572643,-0.597099,-0.528839,-0.55393,-0.512527,-0.45198,-0.479169,-0.266767,-0.243248,-0.09381,-0.277585,-0.075719,-0.301728,-0.048254,-0.352504,-0.059584,-0.304865,0.00127,-0.005947,0.240459,0.286631,0.61879,0.44459,0.659494,0.446239,0.713807,0.51665,0.040237,0.044881,0.05007,0.047761,-0.004787,-0.017462,0.003075,0.06884,-0.070227,0.067537,-0.002541,0.180643,-0.057189,0.138684,-0.053257,0.144097,0.125459,0.158957,0.111039,0.147401,0.138544,0.140075,0.13833,0.119033,-0.11851,0.083374,-0.174247,0.152607,-0.108217,0.170632,-0.134969,0.206737,-0.136052
5.840,154.976,112.844,117.674,79.088,-16.532,52.425,149.36,0.001625,-0.002267,0.000503,0.249377,0.225419,0.226904,0.228747,0.249011,0.25236,0.257501,0.109331,0.140959,0.215155,0.223062,-0.012568,0.1508,-0.15339,0.156567,-0.085042,0.246864,-0.082874,0.30536,-0.054026,0.320551,-0.069543,0.250466,-0.003517,0.006766,0.233883,-0.157007,0.328427,-0.526393,0.322083,-0.569615,0.434899,-0.581042,-0.528408,-0.552469,-0.553336,-0.555131,-0.554431,-0.552926,-0.54333,-0.569686,-0.501365,-0.52723,-0.485155,-0.429751,-0.465642,-0.260476,-0.239192,-0.088256,-0.259802,-0.064634,-0.273912,-0.036939,-0.331473,-0.053565,-0.284463,0.003841,-0.008375,0.31754,0.284264,0.644017,0.286221,0.680816,0.270752,0.681323,0.305111,0.162315,0.174517,0.17935,0.17488,0.127063,0.114192,0.133105,0.197012,0.062874,0.183875,0.115246,0.262085,0.033527,0.217917,0.012308,0.222353,0.14448,0.242711,0.128882,0.238922,0.153863,0.223011,0.157078,0.117859,-0.116854,0.093091,-0.209575,0.154172,-0.108753,0.173009,-0.131315,0.212214,-0.104101
5.880,164.423,94.987,126.083,90.474,-15.246,58.131,152.172,0.001652,-0.001922,0.000523,0.248436,0.226895,0.228552,0.230021,0.247407,0.2507,0.255523,0.112693,0.139061,0.216174,0.222222,-0.001724,0.144517,-0.131189,0.137207,-0.063942,0.233458,-0.067964,0.290495,-0.039968,0.312894,-0.049478,0.240123,-0.006089,0.009393,0.187892,-0.134559,0.292188,-0.475747,0.283293,-0.51409,0.381003,-0.555667,-0.532251,-0.557335,-0.558039,-0.55927,-0.559794,-0.558284,-0.548356,-0.572941,-0.5052,-0.531221,-0.48956,-0.427398,-0.467169,-0.230677,-0.233726,-0.044855,-0.218601,-0.01859,-0.226369,0.008629,-0.269599,-0.006898,-0.23731,0.006724,-0.010568,0.369284,0.283976,0.67631,0.183679,0.709563,0.156905,0.699451,0.183534,0.082345,0.092699,0.098615,0.094883,0.04526,0.032523,0.052597,0.130038,-0.008349,0.110324,0.041758,0.237094,-0.006761,0.226062,-0.026268,0.247971,0.10261,0.272918,0.078035,0.267195,0.101487,0.245565,0.111446,0.11785,-0.116804,0.100163,-0.201843,0.15733,-0.099774,0.176448,-0.106972,0.216159,-0.006908
