time_s,knee_left_deg_3d,knee_right_deg_3d,elbow_left_deg_3d,elbow_right_deg_3d,torso_yaw_deg,torso_pitch_deg,torso_roll_deg,root_x_m,root_y_m,root_z_m,nose_x,left_eye_inner_x,left_eye_x,left_eye_outer_x,right_eye_inner_x,right_eye_x,right_eye_outer_x,left_ear_x,right_ear_x,mouth_left_x,mouth_right_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_pinky_x,right_pinky_x,left_index_x,right_index_x,left_thumb_x,right_thumb_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,left_heel_x,right_heel_x,left_foot_index_x,right_foot_index_x,nose_y,left_eye_inner_y,left_eye_y,left_eye_outer_y,right_eye_inner_y,right_eye_y,right_eye_outer_y,left_ear_y,right_ear_y,mouth_left_y,mouth_right_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_pinky_y,right_pinky_y,left_index_y,right_index_y,left_thumb_y,right_thumb_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y,left_heel_y,right_heel_y,left_foot_index_y,right_foot_index_y,nose_z,left_eye_inner_z,left_eye_z,left_eye_outer_z,right_eye_inner_z,right_eye_z,right_eye_outer_z,left_ear_z,right_ear_z,mouth_left_z,mouth_right_z,left_shoulder_z,right_shoulder_z,left_elbow_z,right_elbow_z,left_wrist_z,right_wrist_z,left_pinky_z,right_pinky_z,left_index_z,right_index_z,left_thumb_z,right_thumb_z,left_hip_z,right_hip_z,left_knee_z,right_knee_z,left_ankle_z,right_ankle_z,left_heel_z,right_heel_z,left_foot_index_z,right_foot_index_z
2.840,87.718,152.518,125.109,117.308,-173.355,73.55,-4.554,0.001118,-0.002381,0.000411,0.230214,0.22424,0.226309,0.226116,0.239461,0.242868,0.247804,0.153298,0.138256,0.214348,0.212262,0.1233,0.072062,0.095019,-0.053864,0.249931,0.056233,0.267042,0.106248,0.273577,0.178816,0.267051,0.087293,0.033403,-0.031167,0.261705,-0.153268,-0.013052,-0.377967,-0.051558,-0.392319,-0.028152,-0.218101,-0.558709,-0.585149,-0.586202,-0.5871,-0.595459,-0.59302,-0.581224,-0.604102,-0.550555,-0.561481,-0.52529,-0.46106,-0.536084,-0.328032,-0.304383,-0.27928,-0.141134,-0.284716,-0.110461,-0.295047,-0.131276,-0.264055,-0.144188,0.009914,-0.014676,0.278127,0.265262,0.52454,0.596216,0.542087,0.621655,0.616227,0.660897,-0.126193,-0.126852,-0.117199,-0.121162,-0.162408,-0.175203,-0.153957,-0.073361,-0.179509,-0.088266,-0.145807,0.099573,-0.121485,0.246325,-0.185687,0.416365,-0.194765,0.443362,-0.252014,0.43084,-0.237352,0.412619,-0.194521,0.111757,-0.110935,0.045627,-0.127195,0.181332,0.037729,0.199736,0.016802,0.201828,-0.001885
2.880,95.664,147.005,122.126,115.211,-168.789,67.132,1.557,0.000583,-0.002281,0.000443,0.224392,0.218887,0.21955,0.21749,0.225915,0.228151,0.231999,0.143189,0.119828,0.205872,0.206433,0.127633,0.046659,0.088283,-0.090791,0.255187,0.024963,0.269779,0.078293,0.285896,0.147956,0.276404,0.054976,0.047422,-0.046257,0.301632,-0.211169,0.11307,-0.481553,0.074859,-0.504707,0.159091,-0.408275,-0.564726,-0.588573,-0.59023,-0.590456,-0.600851,-0.598416,-0.585906,-0.605155,-0.554903,-0.565624,-0.530998,-0.457359,-0.552019,-0.312588,-0.324295,-0.310055,-0.159573,-0.341491,-0.120861,-0.348861,-0.140601,-0.297874,-0.154014,0.010144,-0.014706,0.265508,0.277741,0.57191,0.554491,0.594328,0.57714,0.648306,0.61381,-0.098224,-0.098872,-0.089884,-0.093617,-0.133971,-0.146355,-0.125606,-0.065581,-0.169782,-0.064229,-0.120546,0.119111,-0.107455,0.302977,-0.177569,0.530237,-0.21037,0.570681,-0.263825,0.556334,-0.245525,0.52972,-0.206803,0.111575,-0.110689,-0.01774,-0.12823,0.105527,0.066298,0.127242,0.047901,0.122057,0.00679
2.920,128.254,140.518,130.129,112.902,-167.521,69.381,3.103,0.000758,-0.002279,0.000648,0.217003,0.21304,0.214071,0.21253,0.224639,0.226268,0.228342,0.137651,0.112185,0.203316,0.201601,0.12201,0.049967,0.086275,-0.090322,0.252147,0.028927,0.267389,0.081065,0.284846,0.152943,0.273514,0.059077,0.045288,-0.043773,0.264236,-0.182929,0.254887,-0.55977,0.237239,-0.596982,0.344085,-0.558269,-0.569146,-0.594251,-0.596145,-0.596222,-0.605934,-0.603271,-0.591199,-0.613644,-0.558777,-0.571407,-0.534419,-0.464079,-0.551092,-0.329356,-0.317795,-0.30017,-0.165018,-0.318081,-0.125407,-0.321518,-0.14504,-0.282821,-0.157333,0.010163,-0.014721,0.275085,0.276203,0.6732,0.538769,0.71025,0.545036,0.716371,0.570494,-0.099575,-0.096354,-0.087435,-0.091088,-0.133444,-0.14479,-0.124841,-0.055754,-0.157468,-0.060964,-0.119661,0.12354,-0.102704,0.314207,-0.209628,0.567533,-0.241884,0.615513,-0.296327,0.596623,-0.272093,0.565947,-0.236193,0.112182,-0.110887,0.006517,-0.140761,0.115455,0.040358,0.134719,0.019661,0.128376,-0.03202
2.960,149.516,108.508,109.596,99.094,-163.344,70.581,7.261,0.00109,-0.002232,0.00065,0.214108,0.207025,0.208609,0.207506,0.218534,0.220513,0.223402,0.141602,0.11356,0.203816,0.199366,0.123937,0.052597,0.06736,-0.089752,0.21363,0.048741,0.225127,0.10718,0.243339,0.171395,0.232109,0.075632,0.041269,-0.039089,0.208157,-0.146776,0.288638,-0.545624,0.282166,-0.58957,0.39249,-0.608297,-0.565775,-0.59198,-0.593754,-0.593861,-0.600719,-0.597861,-0.586214,-0.613912,-0.55842,-0.570262,-0.531783,-0.464911,-0.548587,-0.320225,-0.30246,-0.261899,-0.172931,-0.273214,-0.135062,-0.2721,-0.170226,-0.241901,-0.174934,0.010346,-0.01481,0.352769,0.275034,0.722795,0.331088,0.758526,0.320573,0.724958,0.357267,-0.090375,-0.09192,-0.081437,-0.085045,-0.125582,-0.137436,-0.117279,-0.040748,-0.152879,-0.056224,-0.112388,0.141694,-0.097325,0.286962,-0.171077,0.374245,-0.128467,0.389019,-0.161943,0.370731,-0.137032,0.364889,-0.115021,0.11198,-0.110681,0.021994,-0.180485,0.116413,0.019402,0.131623,0.007528,0.130921,-0.014773
3.000,164.257,89.668,119.456,93.704,-164.166,74.304,6.025,0.001018,-0.002117,0.000592,0.225371,0.214779,0.216924,0.21556,0.225534,0.227133,0.230783,0.149076,0.117784,0.216591,0.208457,0.119062,0.060565,0.061575,-0.057795,0.184818,0.066063,0.188636,0.118103,0.211272,0.18289,0.201091,0.091875,0.038429,-0.036392,0.166652,-0.100066,0.228672,-0.517883,0.212759,-0.584391,0.31117,-0.555594,-0.580347,-0.604699,-0.605885,-0.605639,-0.611977,-0.609034,-0.596809,-0.617713,-0.562105,-0.581085,-0.543128,-0.466569,-0.541518,-0.314347,-0.267177,-0.227106,-0.17177,-0.228116,-0.140091,-0.207516,-0.18085,-0.195251,-0.17534,0.009379,-0.013613,0.366006,0.29333,0.731827,0.256176,0.767356,0.235014,0.746774,0.253213,-0.108058,-0.102888,-0.09427,-0.097792,-0.142464,-0.15324,-0.133194,-0.045009,-0.164889,-0.070728,-0.131106,0.140638,-0.110495,0.267999,-0.166739,0.360727,-0.033708,0.382719,-0.059817,0.365204,-0.030206,0.353582,-0.02018,0.112066,-0.110883,0.077921,-0.172039,0.122816,0.091488,0.132278,0.087143,0.144353,0.158065
3.040,164.377,69.002,119.476,95.998,-179.974,76.158,-10.581,0.001694,-0.002072,0.000467,0.228247,0.219462,0.221897,0.220478,0.228397,0.230397,0.234551,0.151924,0.120871,0.217149,0.209461,0.115517,0.063361,0.054303,0.012192,0.173657,0.14694,0.174579,0.207958,0.197367,0.250093,0.184569,0.16396,0.031211,-0.027824,0.122092,0.03082,0.119148,-0.342732,0.099751,-0.39172,0.196385,-0.4628,-0.581154,-0.604565,-0.605471,-0.605308,-0.611465,-0.608557,-0.596402,-0.616051,-0.558403,-0.580564,-0.54255,-0.45577,-0.513421,-0.222923,-0.222466,-0.098594,-0.171713,-0.086555,-0.150464,-0.080404,-0.205606,-0.070964,-0.180113,0.009605,-0.013749,0.394908,0.271932,0.762825,0.215849,0.798056,0.195546,0.799928,0.2181,-0.146368,-0.138904,-0.130864,-0.134671,-0.180923,-0.19334,-0.171798,-0.080614,-0.201027,-0.109242,-0.17287,0.107294,-0.149492,0.122818,-0.15895,0.082372,-0.007983,0.091439,-0.035801,0.074994,-0.014062,0.069369,0.001273,0.11216,-0.111226,0.098803,-0.14905,0.134563,0.082284,0.142953,0.073839,0.169243,0.149051
3.080,53.754,125.242,130.41,103.483,4.966,75.777,172.486,0.001831,-0.002027,0.000503,0.248014,0.228986,0.231476,0.230432,0.240544,0.243646,0.247479,0.149291,0.13129,0.225776,0.225714,0.068592,0.145542,-0.029489,0.140674,0.033808,0.262354,0.03853,0.326603,0.0505,0.350796,0.043967,0.272769,0.014941,-0.011279,0.169275,0.043104,-0.128219,-0.179427,-0.190767,-0.20058,-0.262005,-0.134753,-0.605925,-0.627868,-0.627907,-0.629454,-0.633328,-0.630272,-0.61818,-0.627806,-0.565618,-0.597951,-0.558162,-0.463746,-0.509528,-0.234326,-0.218056,-0.107059,-0.17588,-0.097023,-0.178892,-0.084333,-0.233394,-0.081514,-0.195278,0.009157,-0.013212,0.38502,0.281962,0.315092,0.595053,0.299042,0.622026,0.352031,0.65449,-0.052587,-0.047884,-0.039419,-0.042169,-0.095686,-0.107836,-0.085053,-0.004211,-0.143021,-0.019995,-0.087263,0.14582,-0.112931,0.144359,-0.094383,0.143252,0.084695,0.156379,0.058587,0.146734,0.084093,0.135644,0.093941,0.113237,-0.112231,0.052311,-0.143983,0.101447,0.042771,0.120041,0.022369,0.169354,0.018786
3.120,62.909,141.664,128.649,94.795,5.632,62.478,172.635,0.001758,-0.002175,0.000469,0.246871,0.226155,0.228262,0.227548,0.241558,0.244888,0.249346,0.137543,0.145773,0.223077,0.227659,0.040369,0.172658,-0.081162,0.168359,-0.02347,0.292828,-0.017743,0.360406,-0.001751,0.391479,-0.010229,0.307927,0.008783,-0.005268,0.226474,-0.023813,-0.085235,-0.272494,-0.144226,-0.299491,-0.189503,-0.224426,-0.606746,-0.627184,-0.62708,-0.629039,-0.632648,-0.629941,-0.618139,-0.626518,-0.564362,-0.597923,-0.55821,-0.466429,-0.50932,-0.240555,-0.219603,-0.103197,-0.215676,-0.084353,-0.225957,-0.067755,-0.279756,-0.074414,-0.24078,0.007152,-0.011502,0.320121,0.306612,0.363816,0.656384,0.363917,0.683175,0.430342,0.705703,0.005209,0.003556,0.010972,0.007973,-0.041473,-0.054422,-0.032056,0.019652,-0.107813,0.029062,-0.035743,0.144457,-0.084553,0.12653,-0.057598,0.130987,0.104508,0.143933,0.07231,0.13721,0.095005,0.125929,0.112395,0.113199,-0.11226,0.085203,-0.140655,0.156058,-0.014036,0.180145,-0.040074,0.239012,-0.080879
3.160,76.858,154.468,128.102,104.941,6.532,43.174,173.768,0.00168,-0.002416,-4.8e-05,0.215957,0.20101,0.202699,0.203025,0.229884,0.233523,0.239503,0.109877,0.1545,0.189948,0.207836,0.002694,0.184542,-0.13018,0.196677,-0.069347,0.307625,-0.060211,0.38109,-0.039309,0.404486,-0.05429,0.320756,0.006915,-0.003555,0.274831,-0.13605,-0.038911,-0.364188,-0.067075,-0.386838,-0.050407,-0.265445,-0.607136,-0.626855,-0.627014,-0.628889,-0.632204,-0.63012,-0.61821,-0.625072,-0.563951,-0.596268,-0.557348,-0.464618,-0.503642,-0.244689,-0.259406,-0.08099,-0.257935,-0.056129,-0.268748,-0.028091,-0.31812,-0.044952,-0.283883,0.005127,-0.009959,0.251479,0.307894,0.463073,0.6225,0.478714,0.643288,0.525523,0.670933,0.037499,0.026163,0.032829,0.030009,-0.009264,-0.022054,-0.001063,0.01154,-0.079961,0.049451,-0.003401,0.117116,-0.039317,0.072755,0.028736,0.06851,0.199592,0.076972,0.176527,0.072153,0.192401,0.064034,0.204946,0.101609,-0.101704,0.094283,-0.126689,0.211349,-0.00236,0.238391,-0.028385,0.295003,-0.046219
3.200,97.051,152.793,130.382,107.136,5.369,34.586,173.253,0.001673,-0.002428,-9.8e-05,0.181781,0.169784,0.171364,0.172042,0.203292,0.207245,0.213548,0.081196,0.153224,0.158113,0.180479,-0.023242,0.181868,-0.160746,0.188734,-0.10869,0.285765,-0.100781,0.357734,-0.07796,0.378022,-0.093279,0.297394,0.005346,-0.002,0.280324,-0.181708,0.091811,-0.487299,0.053149,-0.521526,0.09664,-0.473581,-0.604865,-0.625047,-0.625251,-0.626989,-0.630544,-0.628374,-0.616483,-0.623658,-0.558937,-0.595906,-0.556631,-0.464085,-0.49838,-0.245389,-0.269508,-0.081942,-0.263741,-0.057707,-0.274796,-0.029068,-0.323431,-0.045223,-0.289783,0.005,-0.009855,0.268135,0.305024,0.529161,0.587468,0.560573,0.606328,0.649101,0.647068,0.072651,0.057055,0.063282,0.059974,0.024291,0.011638,0.031814,0.016571,-0.054702,0.078077,0.028584,0.112502,-0.018424,0.052682,0.050658,0.035459,0.229943,0.045502,0.214862,0.040992,0.229619,0.030998,0.235349,0.099453,-0.099649,0.091856,-0.12711,0.206771,-0.002771,0.231852,-0.025692,0.27983,-0.038839
3.240,131.206,130.995,128.939,105.086,2.98,37.612,169.374,0.001615,-0.002587,-0.000421,0.176528,0.164199,0.164792,0.166737,0.194872,0.199017,0.20496,0.07751,0.152048,0.154554,0.174004,-0.027089,0.188464,-0.149368,0.201935,-0.082442,0.289047,-0.080035,0.355855,-0.058637,0.372124,-0.069804,0.296893,-0.001918,0.005148,0.274451,-0.144637,0.241992,-0.508901,0.221396,-0.551622,0.299948,-0.542214,-0.586657,-0.611084,-0.612454,-0.614401,-0.613411,-0.611374,-0.601386,-0.616933,-0.544405,-0.580239,-0.536818,-0.456568,-0.492404,-0.244976,-0.269323,-0.066629,-0.251845,-0.034256,-0.256894,-0.010636,-0.301293,-0.03205,-0.273859,0.005689,-0.010863,0.307493,0.30182,0.657954,0.470835,0.69606,0.472285,0.731634,0.560026,0.114821,0.104578,0.108467,0.10605,0.070077,0.05727,0.076555,0.072212,-0.004143,0.119958,0.067836,0.146867,-0.006411,0.084104,0.029593,0.072837,0.192816,0.087334,0.182255,0.081331,0.205476,0.069797,0.204081,0.101005,-0.101847,0.113164,-0.179798,0.201597,-0.057359,0.222981,-0.076835,0.263303,-0.049969
3.280,160.324,112.462,124.759,99.213,-0.87,43.684,165.662,0.001715,-0.002377,-0.000263,0.18091,0.168352,0.169275,0.170692,0.195375,0.19933,0.204849,0.083656,0.143772,0.16041,0.174324,-0.023396,0.177682,-0.153906,0.170504,-0.075496,0.268029,-0.074721,0.334774,-0.046495,0.361865,-0.060251,0.280008,-0.011012,0.014443,0.191893,-0.136821,0.271495,-0.484161,0.262129,-0.527505,0.356891,-0.548673,-0.576982,-0.602755,-0.603786,-0.605466,-0.604842,-0.603241,-0.593256,-0.612275,-0.538066,-0.572441,-0.529508,-0.450716,-0.491474,-0.241894,-0.269107,-0.069683,-0.24758,-0.041151,-0.251936,-0.016467,-0.294454,-0.034326,-0.268357,0.007547,-0.0123,0.355994,0.300171,0.691515,0.336249,0.728067,0.321875,0.728725,0.373917,0.09712,0.09527,0.100325,0.097192,0.057564,0.044961,0.064824,0.090764,-0.000694,0.111659,0.056449,0.175797,-0.003493,0.116283,0.011366,0.081796,0.15329,0.089779,0.13649,0.093607,0.159827,0.074255,0.164316,0.101817,-0.102344,0.118184,-0.197669,0.196121,-0.066508,0.216359,-0.08318,0.256748,-0.040198
3.320,171.217,81.519,133.24,150.483,16.75,62.449,-172.15,0.001594,-0.001916,0.000537,0.201848,0.189221,0.190435,0.189941,0.202516,0.205598,0.209882,0.112751,0.130949,0.1885,0.186621,0.013646,0.150493,-0.102033,0.069588,-0.062169,0.075878,-0.0468,0.098002,-0.021144,0.146401,-0.052851,0.089211,-0.014197,0.017386,0.135573,0.021592,0.225908,-0.373731,0.211922,-0.424047,0.300637,-0.508795,-0.577508,-0.602953,-0.6036,-0.605045,-0.605345,-0.603721,-0.593581,-0.607792,-0.538055,-0.572602,-0.529907,-0.451551,-0.485928,-0.244447,-0.194146,-0.087683,0.011886,-0.063858,0.053364,-0.048541,0.042124,-0.050849,0.018172,0.005205,-0.009038,0.364127,0.274815,0.701543,0.233389,0.735031,0.211585,0.723695,0.259934,-0.137108,-0.128291,-0.118697,-0.123045,-0.16955,-0.182419,-0.159979,-0.068773,-0.19439,-0.10018,-0.164615,0.097433,-0.156328,0.132686,-0.22764,0.235312,-0.188332,0.279939,-0.230952,0.26248,-0.207199,0.23138,-0.181712,0.110903,-0.109828,0.179714,-0.140031,0.270916,0.005862,0.289247,-0.008086,0.332164,0.072196
3.360,159.919,59.837,128.266,130.175,5.396,73.723,173.158,0.001823,-0.001744,0.000651,0.225736,0.212226,0.21445,0.213738,0.222073,0.225033,0.229563,0.130698,0.131115,0.210195,0.204779,0.050305,0.151375,-0.009041,0.111358,0.097787,0.127738,0.102339,0.108835,0.123002,0.156285,0.109367,0.130528,-0.01679,0.020437,0.1232,0.113641,0.127686,-0.261129,0.106745,-0.307775,0.22218,-0.386392,-0.578616,-0.603341,-0.603697,-0.605121,-0.605581,-0.60391,-0.593766,-0.60692,-0.538459,-0.573381,-0.531435,-0.45092,-0.486939,-0.243269,-0.208513,-0.091908,-0.083325,-0.070346,-0.065831,-0.058505,-0.095011,-0.055982,-0.091331,0.006813,-0.0103,0.391927,0.251757,0.728545,0.188745,0.760252,0.165164,0.752542,0.182073,-0.115378,-0.097067,-0.088078,-0.092749,-0.165898,-0.179538,-0.155035,0.005604,-0.155882,-0.075941,-0.151308,0.173402,-0.14019,0.169181,-0.187117,0.193122,-0.087881,0.210799,-0.115297,0.191388,-0.094512,0.180481,-0.084499,0.113958,-0.112657,0.154301,-0.153002,0.227194,-0.030929,0.243796,-0.048326,0.322905,0.05057
3.400,158.83,52.06,129.455,112.051,-6.176,88.051,160.946,0.001816,-0.001738,0.000491,0.23574,0.21962,0.222189,0.220941,0.225929,0.228486,0.232515,0.143269,0.126775,0.224869,0.214926,0.100183,0.118742,0.06976,0.029985,0.198532,0.118635,0.205353,0.154353,0.219951,0.202963,0.211372,0.134,-0.015351,0.018984,0.012346,0.231194,-0.089638,-0.152454,-0.121798,-0.198653,-0.037604,-0.237529,-0.594543,-0.614847,-0.614804,-0.615509,-0.618662,-0.616461,-0.604784,-0.610216,-0.543885,-0.588036,-0.54775,-0.453703,-0.492227,-0.242786,-0.214507,-0.102838,-0.107657,-0.089372,-0.101364,-0.086783,-0.131292,-0.073639,-0.119485,0.006827,-0.010302,0.386086,0.207783,0.733014,0.238939,0.765125,0.228034,0.778898,0.268047,-0.133,-0.120355,-0.111234,-0.11603,-0.170349,-0.182835,-0.160581,-0.036824,-0.183642,-0.09132,-0.160665,0.153514,-0.141798,0.17305,-0.169264,0.196458,-0.066582,0.215236,-0.099548,0.194518,-0.078002,0.183516,-0.059574,0.117515,-0.116534,0.149937,-0.13849,0.21813,0.020368,0.236061,0.006283,0.301295,0.108085
3.440,126.775,105.715,128.277,122.081,20.019,86.891,-171.494,0.001706,-0.001794,0.000498,0.239159,0.224674,0.226858,0.225883,0.22979,0.23238,0.235487,0.149017,0.127015,0.225076,0.215927,0.089822,0.110751,0.083518,0.010246,0.212739,0.07963,0.224853,0.117584,0.233476,0.174933,0.227109,0.100669,-0.014773,0.018185,0.07584,0.118142,-0.106093,-0.216651,-0.151646,-0.250742,-0.136365,-0.185859,-0.593941,-0.614671,-0.614629,-0.615408,-0.618988,-0.616617,-0.605101,-0.616051,-0.551213,-0.587673,-0.547516,-0.468686,-0.501789,-0.302444,-0.246018,-0.206533,-0.122909,-0.202973,-0.104697,-0.20477,-0.132565,-0.185859,-0.130976,0.004775,-0.008363,0.333134,0.223667,0.570267,0.502784,0.588383,0.525097,0.626641,0.573323,-0.133135,-0.126266,-0.116822,-0.120927,-0.16934,-0.182352,-0.159883,-0.05646,-0.184501,-0.091983,-0.157012,0.126018,-0.132937,0.181789,-0.20302,0.255326,-0.166781,0.276606,-0.215354,0.261753,-0.200285,0.248517,-0.164588,0.117358,-0.116362,0.130717,-0.118761,0.18946,0.004728,0.207385,-0.020328,0.232328,-0.027074
3.480,87.442,157.715,126.537,117.144,-175.152,83.54,-3.654,0.001174,-0.001834,0.000964,0.231211,0.211773,0.213133,0.212014,0.217254,0.219322,0.222047,0.137324,0.109849,0.221734,0.208224,0.084377,0.065891,0.067468,-0.068405,0.22673,0.028309,0.246265,0.077105,0.254647,0.141698,0.245615,0.056035,0.019663,-0.017316,0.258763,-0.153596,-0.027604,-0.417528,-0.140436,-0.442045,-0.025207,-0.343569,-0.597861,-0.619021,-0.620273,-0.620644,-0.627822,-0.625215,-0.613556,-0.618769,-0.564198,-0.590366,-0.552656,-0.468881,-0.527052,-0.342742,-0.299305,-0.309807,-0.128437,-0.324228,-0.115902,-0.327975,-0.140886,-0.293303,-0.142277,0.004105,-0.007773,0.240522,0.247984,0.519133,0.569801,0.540334,0.592807,0.603068,0.635866,-0.118122,-0.112841,-0.103369,-0.107343,-0.15472,-0.167013,-0.145686,-0.049237,-0.177164,-0.078257,-0.14204,0.116417,-0.121684,0.249537,-0.19346,0.453265,-0.175568,0.487427,-0.224137,0.470717,-0.207516,0.448726,-0.173743,0.112917,-0.110989,0.070396,-0.104141,0.154438,0.053248,0.174296,0.03157,0.181777,-0.023464
3.520,104.208,151.691,125.564,108.437,-174.233,78.629,-2.168,0.001002,-0.001818,0.001215,0.230799,0.210508,0.211828,0.210626,0.215977,0.217912,0.220713,0.136261,0.109326,0.219161,0.207509,0.090058,0.050732,0.061257,-0.111793,0.229604,0.004786,0.250262,0.059853,0.263421,0.126346,0.249502,0.033705,0.035807,-0.033803,0.300025,-0.184669,0.160486,-0.484552,0.113659,-0.514313,0.213794,-0.458309,-0.595267,-0.618211,-0.620046,-0.620165,-0.627389,-0.62485,-0.613274,-0.620597,-0.565909,-0.589829,-0.552263,-0.472182,-0.53265,-0.35266,-0.306572,-0.318716,-0.132508,-0.331272,-0.121917,-0.329552,-0.148787,-0.299931,-0.146875,0.003581,-0.007216,0.241049,0.252142,0.54977,0.533684,0.558684,0.553544,0.632579,0.607456,-0.110061,-0.104872,-0.095747,-0.099823,-0.146458,-0.158278,-0.13759,-0.045279,-0.170366,-0.070449,-0.133444,0.115226,-0.120334,0.264509,-0.185882,0.473785,-0.165125,0.507228,-0.20866,0.490315,-0.191562,0.468766,-0.162407,0.106504,-0.104073,0.017865,-0.110129,0.079822,0.056446,0.095709,0.037754,0.09258,-0.009803
3.560,129.781,125.42,121.312,104.725,-172.347,79.657,-0.652,0.00119,-0.001853,0.001232,0.230063,0.210593,0.21212,0.211106,0.216774,0.219033,0.221622,0.136026,0.111044,0.218034,0.207646,0.091117,0.056979,0.058412,-0.108153,0.214675,0.010552,0.230486,0.065365,0.245483,0.134115,0.232263,0.039306,0.032083,-0.029702,0.279004,-0.138578,0.265864,-0.525929,0.249986,-0.56816,0.330189,-0.5637,-0.584885,-0.610915,-0.612738,-0.613024,-0.618285,-0.615284,-0.604823,-0.620017,-0.560844,-0.583731,-0.543376,-0.471958,-0.531246,-0.336512,-0.297368,-0.27657,-0.136408,-0.280229,-0.125223,-0.277693,-0.15308,-0.254704,-0.147377,0.003769,-0.007476,0.260959,0.205862,0.634965,0.367061,0.665839,0.370629,0.671619,0.451986,-0.108235,-0.101413,-0.093366,-0.097211,-0.145076,-0.156615,-0.135893,-0.042358,-0.169581,-0.068253,-0.1334,0.116239,-0.115839,0.243553,-0.184599,0.392578,-0.144255,0.421434,-0.183301,0.404927,-0.16218,0.387178,-0.137783,0.107227,-0.104763,0.032356,-0.198823,0.093273,-0.077367,0.108105,-0.096065,0.111021,-0.095994
3.600,153.707,108.327,121.422,100.648,-176.088,80.96,-4.874,0.001267,-0.001787,0.001189,0.230592,0.212249,0.214,0.213039,0.217688,0.220071,0.222736,0.138479,0.111917,0.219058,0.208732,0.092907,0.061283,0.046354,-0.08656,0.160436,0.04095,0.16003,0.096464,0.180189,0.15716,0.174321,0.066585,0.029011,-0.026478,0.21924,-0.108963,0.283539,-0.495347,0.275912,-0.539078,0.384096,-0.563843,-0.583895,-0.60929,-0.610528,-0.610883,-0.615318,-0.612411,-0.60229,-0.618135,-0.556033,-0.583232,-0.542458,-0.47147,-0.520139,-0.316986,-0.270537,-0.210086,-0.14109,-0.200669,-0.127549,-0.191916,-0.160967,-0.18082,-0.149996,0.0033,-0.006873,0.322467,0.238656,0.697447,0.289093,0.733581,0.276444,0.713469,0.309589,-0.123756,-0.113272,-0.105729,-0.110184,-0.158582,-0.170821,-0.149887,-0.047026,-0.179691,-0.083545,-0.150921,0.116694,-0.127664,0.21069,-0.187289,0.261867,-0.135078,0.282713,-0.174475,0.267424,-0.150349,0.254185,-0.126242,0.108814,-0.106436,0.063211,-0.187372,0.122312,-0.069703,0.136264,-0.07446,0.148415,-0.017324
3.640,158.551,91.113,141.735,102.453,166.061,82.72,-23.198,0.001276,-0.001766,0.000944,0.230325,0.212126,0.213859,0.212789,0.216498,0.218712,0.221887,0.138014,0.105624,0.218476,0.207922,0.090806,0.067652,0.018519,-0.044415,0.083322,0.089025,0.075534,0.147856,0.095336,0.196803,0.094558,0.110535,0.028293,-0.02574,0.188809,-0.028316,0.227262,-0.404595,0.205864,-0.450913,0.285282,-0.522566,-0.599701,-0.620145,-0.620328,-0.620335,-0.625488,-0.623393,-0.611809,-0.618025,-0.557433,-0.593493,-0.554728,-0.46156,-0.516283,-0.237397,-0.25228,-0.061425,-0.144066,-0.047194,-0.13117,-0.033935,-0.176354,-0.030088,-0.152309,0.004926,-0.008458,0.362315,0.222726,0.735292,0.244438,0.771609,0.232513,0.781726,0.256928,-0.145094,-0.133081,-0.124686,-0.129215,-0.178904,-0.19118,-0.169774,-0.063478,-0.203771,-0.105191,-0.17401,0.111884,-0.159311,0.168671,-0.180191,0.188049,-0.096151,0.215827,-0.136483,0.194968,-0.103869,0.177897,-0.084792,0.112769,-0.110881,0.117496,-0.131486,0.197983,0.066021,0.214307,0.057839,0.247833,0.129235
3.680,142.422,76.335,135.905,98.964,160.597,84.615,-30.513,0.001425,-0.001849,0.000808,0.238545,0.222093,0.223965,0.222808,0.226393,0.228953,0.232684,0.146574,0.112945,0.22491,0.21608,0.097808,0.085423,0.020426,0.043393,0.092867,0.193818,0.091067,0.25944,0.106678,0.30575,0.106238,0.214769,0.026138,-0.023288,0.139821,0.062566,0.025099,-0.257896,-0.013232,-0.296789,0.013675,-0.332227,-0.600266,-0.6199,-0.620006,-0.620144,-0.625072,-0.622989,-0.611396,-0.612132,-0.550075,-0.592902,-0.554037,-0.442003,-0.489803,-0.197536,-0.207242,-0.039537,-0.145841,-0.026017,-0.143553,-0.017146,-0.199482,-0.011494,-0.159211,0.007046,-0.010744,0.396709,0.222616,0.722325,0.268042,0.752595,0.259354,0.772487,0.2927,-0.143339,-0.131912,-0.123604,-0.127565,-0.176975,-0.189502,-0.167757,-0.064016,-0.200417,-0.103713,-0.171801,0.110478,-0.153962,0.136237,-0.1771,0.113712,-0.072979,0.130765,-0.115722,0.112635,-0.085673,0.102692,-0.062787,0.11351,-0.111895,0.113543,-0.139674,0.191309,0.053272,0.208649,0.042556,0.240411,0.100199
